grid_cell,grid_lat,grid_lon,volume,impact
"12.90312,77.62454",12.903124,77.624539,28,56.0
"13.00713,77.59225",13.007126,77.592251,28,56.0
"12.93026,77.62223",12.930255,77.622232,28,56.0
"12.98678,77.70987",12.986778,77.709871,24,55.5
"12.91669,77.59225",12.916689,77.592251,13,55.5
"12.93026,77.6822",12.930255,77.682196,20,55.0
"13.04556,77.50692",13.045562,77.506919,25,55.0
"12.94156,77.58533",12.941559,77.585332,21,54.5
"12.98,77.6453",12.979995,77.645295,26,54.5
"12.97321,77.59917",12.973213,77.59917,26,54.5
"12.98226,77.64068",12.982256,77.640683,23,54.5
"12.86695,77.53459",12.866949,77.534594,19,54.0
"12.96643,77.71218",12.96643,77.712177,27,54.0
"12.96191,77.61301",12.961908,77.613007,9,54.0
"12.98,77.55074",12.979995,77.550738,18,54.0
"12.98,77.70756",12.979995,77.707565,27,54.0
"12.94834,77.59456",12.948342,77.594557,18,54.0
"12.94382,77.59225",12.94382,77.592251,18,54.0
"12.97321,77.58764",12.973213,77.587638,18,54.0
"12.97773,77.64299",12.977734,77.642989,27,54.0
"13.00713,77.56227",13.007126,77.562269,22,54.0
"12.97547,77.70987",12.975473,77.709871,27,54.0
"12.96869,77.61301",12.968691,77.613007,18,54.0
"12.90991,77.5738",12.909906,77.573801,18,54.0
"12.91443,77.63146",12.914428,77.631458,27,54.0
"12.95512,77.69142",12.955125,77.691421,20,53.5
"12.86921,77.5369",12.86921,77.5369,23,53.5
"12.87147,77.5369",12.871471,77.5369,23,53.5
"12.85564,77.66375",12.855644,77.663745,14,53.0
"13.16087,77.62454",13.16087,77.624539,19,53.0
"13.04556,77.52076",13.045562,77.520756,25,52.5
"13.03652,77.56458",13.036519,77.564576,25,52.5
"12.92347,77.67066",12.923472,77.670664,26,52.0
"13.06817,77.58303",13.068172,77.583026,26,52.0
"13.00034,77.56688",13.000344,77.566882,26,52.0
"13.00034,77.61531",13.000344,77.615314,26,52.0
"12.98226,77.67758",12.982256,77.677583,17,52.0
"12.98452,77.51845",12.984517,77.51845,26,52.0
"13.00034,77.61993",13.000344,77.619926,26,52.0
"12.89182,77.65683",12.891819,77.656827,16,52.0
"13.00939,77.53459",13.009387,77.534594,21,52.0
"13.00487,77.6822",13.004866,77.682196,26,52.0
"13.06817,77.52768",13.068172,77.527675,26,52.0
"13.032,77.56227",13.031997,77.562269,26,52.0
"13.11565,77.57611",13.115651,77.576107,26,52.0
"13.00487,77.69603",13.004866,77.696033,12,51.5
"12.80364,77.69834",12.803643,77.698339,12,51.5
"13.05687,77.47232",13.056867,77.472325,24,51.5
"12.96869,77.56919",12.968691,77.569188,17,51.5
"12.97773,77.56227",12.977734,77.562269,16,51.0
"12.99582,77.54151",12.995822,77.541513,17,51.0
"12.99356,77.55535",12.993561,77.555351,17,51.0
"12.95512,77.58994",12.955125,77.589945,17,51.0
"12.97773,77.56458",12.977734,77.564576,17,51.0
"12.96191,77.59225",12.961908,77.592251,14,51.0
"13.05008,77.48616",13.050084,77.486162,25,51.0
"12.92347,77.57611",12.923472,77.576107,12,51.0
"12.90765,77.67528",12.907646,77.675277,23,51.0
"12.90991,77.57841",12.909906,77.578413,17,51.0
"12.95512,77.70987",12.955125,77.709871,23,51.0
"12.95286,77.56458",12.952864,77.564576,17,51.0
"12.93478,77.61762",12.934777,77.61762,18,51.0
"13.03426,77.51384",13.034258,77.513838,24,50.5
"13.12017,77.61762",13.120173,77.61762,24,50.5
"12.92347,77.64991",12.923472,77.649908,24,50.5
"13.03652,77.53459",13.036519,77.534594,24,50.5
"12.96869,77.61762",12.968691,77.61762,17,50.0
"12.96417,77.74908",12.964169,77.749077,15,50.0
"13.04782,77.62915",13.047823,77.629151,25,50.0
"12.98678,77.47232",12.986778,77.472325,20,50.0
"12.98452,77.52537",12.984517,77.525369,20,50.0
"12.93704,77.62454",12.937038,77.624539,25,50.0
"12.93704,77.49078",12.937038,77.490775,25,50.0
"12.95512,77.74447",12.955125,77.744465,20,50.0
"12.92121,77.66375",12.921211,77.663745,25,50.0
"13.02069,77.52768",13.020692,77.527675,25,50.0
"12.87599,77.61531",12.875993,77.615314,25,50.0
"12.95286,77.69834",12.952864,77.698339,17,49.0
"13.03652,77.51614",13.036519,77.516144,13,48.5
"12.98452,77.57149",12.984517,77.571494,23,48.5
"12.99582,77.68911",12.995822,77.689114,15,48.5
"12.93026,77.68911",12.930255,77.689114,23,48.5
"13.02748,77.51845",13.027475,77.51845,13,48.5
"12.94156,77.56227",12.941559,77.562269,23,48.5
"12.90991,77.62684",12.909906,77.626845,23,48.5
"12.96417,77.74677",12.964169,77.746771,13,48.5
"13.01843,77.53921",13.018431,77.539207,24,48.0
"12.95286,77.56919",12.952864,77.569188,15,48.0
"12.90086,77.70756",12.900863,77.707565,24,48.0
"12.94382,77.60148",12.94382,77.601476,15,48.0
"13.12017,77.61531",13.120173,77.615314,24,48.0
"12.90765,77.57149",12.907646,77.571494,15,48.0
"13.00713,77.756",13.007126,77.755996,24,48.0
"13.05008,77.50692",13.050084,77.506919,24,48.0
"12.91217,77.66605",12.912167,77.666052,24,48.0
"12.87825,77.6453",12.878253,77.645295,24,48.0
"12.94608,77.57149",12.946081,77.571494,13,48.0
"12.96417,77.71448",12.964169,77.714483,24,48.0
"12.9393,77.69142",12.939299,77.691421,15,47.5
"12.87373,77.54382",12.873732,77.543819,20,47.5
"12.89634,77.60609",12.896341,77.606089,15,47.5
"12.95512,77.7191",12.955125,77.719096,20,47.5
"12.99356,77.60148",12.993561,77.601476,20,47.5
"13.12017,77.61993",13.120173,77.619926,21,47.0
"13.06591,77.57841",13.065911,77.578413,23,47.0
"12.8873,77.67066",12.887297,77.670664,12,46.5
"13.04556,77.56919",13.045562,77.569188,22,46.5
"13.18122,77.67989",13.181218,77.679889,22,46.5
"13.04782,77.50692",13.047823,77.506919,23,46.0
"13.01391,77.76061",13.013909,77.760609,23,46.0
"13.01165,77.53459",13.011648,77.534594,18,46.0
"12.90086,77.65913",12.900863,77.659133,23,46.0
"12.91443,77.47924",12.914428,77.479244,18,46.0
"12.98678,77.56688",12.986778,77.566882,23,46.0
"12.86243,77.52998",12.862427,77.529982,23,46.0
"13.17444,77.63376",13.174435,77.633764,18,46.0
"12.98678,77.60378",12.986778,77.603782,23,46.0
"12.99582,77.57841",12.995822,77.578413,23,46.0
"12.98678,77.70756",12.986778,77.707565,23,46.0
"12.94834,77.68911",12.948342,77.689114,23,46.0
"12.96643,77.6084",12.96643,77.608395,21,46.0
"13.07948,77.54612",13.079476,77.546125,21,45.5
"12.97547,77.58533",12.975473,77.585332,10,45.0
"13.0026,77.55074",13.002605,77.550738,15,45.0
"12.98452,77.48616",12.984517,77.486162,20,45.0
"12.92573,77.57611",12.925733,77.576107,15,45.0
"12.9506,77.51845",12.950603,77.51845,12,45.0
"12.9506,77.56919",12.950603,77.569188,15,45.0
"12.98452,77.6476",12.984517,77.647601,12,45.0
"13.01165,77.52768",13.011648,77.527675,15,45.0
"12.87599,77.6476",12.875993,77.647601,21,44.5
"12.99808,77.59456",12.998083,77.594557,21,44.5
"12.97773,77.70756",12.977734,77.707565,16,44.5
"13.05461,77.53229",13.054606,77.532288,22,44.0
"13.09756,77.57149",13.097564,77.571494,22,44.0
"13.02295,77.58994",13.022953,77.589945,22,44.0
"12.95286,77.64068",12.952864,77.640683,22,44.0
"13.0433,77.58994",13.043301,77.589945,22,44.0
"12.95512,77.64068",12.955125,77.640683,22,44.0
"12.99808,77.6084",12.998083,77.608395,22,44.0
"12.90312,77.70065",12.903124,77.700646,22,44.0
"12.98678,77.61531",12.986778,77.615314,22,44.0
"12.89408,77.63376",12.89408,77.633764,22,44.0
"12.97095,77.62684",12.970952,77.626845,22,44.0
"12.98678,77.47463",12.986778,77.474631,13,43.5
"12.96643,77.63607",12.96643,77.63607,18,43.5
"12.95965,77.61531",12.959647,77.615314,16,43.0
"12.98,77.5369",12.979995,77.5369,16,43.0
"12.95512,77.72832",12.955125,77.728321,16,43.0
"12.94608,77.53459",12.946081,77.534594,15,42.5
"13.00939,77.56688",13.009387,77.566882,20,42.5
"12.88504,77.55996",12.885036,77.559963,21,42.0
"13.05008,77.62915",13.050084,77.629151,21,42.0
"12.90086,77.58533",12.900863,77.585332,15,42.0
"12.95965,77.52998",12.959647,77.529982,14,42.0
"12.95739,77.55074",12.957386,77.550738,10,42.0
"12.99356,77.53921",12.993561,77.539207,14,42.0
"12.96417,77.63838",12.964169,77.638376,8,42.0
"12.9506,77.57841",12.950603,77.578413,14,42.0
"12.90312,77.57149",12.903124,77.571494,14,42.0
"13.01391,77.54382",13.013909,77.543819,21,42.0
"13.05687,77.58303",13.056867,77.583026,21,42.0
"12.96417,77.60148",12.964169,77.601476,12,42.0
"12.96869,77.56458",12.968691,77.564576,21,42.0
"12.96191,77.56688",12.961908,77.566882,13,42.0
"12.92121,77.61993",12.921211,77.619926,11,42.0
"12.91443,77.6084",12.914428,77.608395,14,42.0
"12.98452,77.59456",12.984517,77.594557,14,42.0
"12.90538,77.59456",12.905385,77.594557,14,42.0
"12.99808,77.61531",12.998083,77.615314,21,42.0
"12.94382,77.56458",12.94382,77.564576,14,42.0
"12.93478,77.61993",12.934777,77.619926,21,42.0
"12.9506,77.60378",12.950603,77.603782,13,42.0
"12.95286,77.5738",12.952864,77.573801,14,42.0
"13.07269,77.58994",13.072693,77.589945,21,42.0
"12.91669,77.55766",12.916689,77.557657,14,42.0
"12.94156,77.52998",12.941559,77.529982,9,42.0
"12.96417,77.70065",12.964169,77.700646,17,41.5
"13.04782,77.49308",13.047823,77.493081,17,41.5
"13.04556,77.54843",13.045562,77.548432,17,41.5
"12.93478,77.51153",12.934777,77.511531,13,41.0
"12.99582,77.67066",12.995822,77.670664,12,41.0
"13.00713,77.6107",13.007126,77.610701,19,40.5
"12.98678,77.50692",12.986778,77.506919,19,40.5
"13.188,77.64299",13.188001,77.642989,14,40.5
"12.97321,77.51153",12.973213,77.511531,19,40.5
"12.91443,77.63376",12.914428,77.633764,20,40.0
"12.91669,77.62223",12.916689,77.622232,16,40.0
"12.91217,77.64991",12.912167,77.649908,20,40.0
"12.87373,77.61531",12.873732,77.615314,20,40.0
"12.98,77.61531",12.979995,77.615314,20,40.0
"12.90991,77.67989",12.909906,77.679889,20,40.0
"12.93478,77.62684",12.934777,77.626845,20,40.0
"12.92573,77.66836",12.925733,77.668358,20,40.0
"13.02521,77.58764",13.025214,77.587638,20,40.0
"12.97773,77.6453",12.977734,77.645295,20,40.0
"12.94382,77.56688",12.94382,77.566882,12,40.0
"13.12017,77.62223",13.120173,77.622232,20,40.0
"12.96191,77.55304",12.961908,77.553044,18,40.0
"13.05234,77.48386",13.052345,77.483856,18,39.5
"12.90538,77.57841",12.905385,77.578413,13,39.0
"12.9506,77.57149",12.950603,77.571494,13,39.0
"12.97547,77.53229",12.975473,77.532288,12,39.0
"12.92799,77.59686",12.927994,77.596863,8,39.0
"12.97095,77.58303",12.970952,77.583026,13,39.0
"12.94608,77.59456",12.946081,77.594557,13,39.0
"12.92121,77.55996",12.921211,77.559963,12,39.0
"12.98452,77.54382",12.984517,77.543819,13,39.0
"13.01617,77.55304",13.01617,77.553044,12,39.0
"12.97773,77.59917",12.977734,77.59917,13,39.0
"12.95512,77.55074",12.955125,77.550738,11,39.0
"12.96191,77.56458",12.961908,77.564576,13,39.0
"13.02295,77.64299",13.022953,77.642989,18,38.5
"12.94156,77.55996",12.941559,77.559963,18,38.5
"12.97773,77.70987",12.977734,77.709871,13,38.5
"12.93704,77.61993",12.937038,77.619926,19,38.0
"13.084,77.48616",13.083998,77.486162,19,38.0
"12.92121,77.67066",12.921211,77.670664,19,38.0
"13.01843,77.58994",13.018431,77.589945,19,38.0
"13.02069,77.56227",13.020692,77.562269,19,38.0
"13.032,77.55535",13.031997,77.555351,14,38.0
"12.82625,77.67989",12.826252,77.679889,9,38.0
"13.01617,77.70295",13.01617,77.702952,19,38.0
"12.91443,77.69834",12.914428,77.698339,19,38.0
"12.97321,77.50922",12.973213,77.509225,19,38.0
"13.02295,77.58533",13.022953,77.585332,19,38.0
"12.90765,77.68681",12.907646,77.686808,19,38.0
"12.89634,77.56919",12.896341,77.569188,16,38.0
"12.90538,77.63376",12.905385,77.633764,19,38.0
"12.97773,77.75138",12.977734,77.751384,15,37.5
"12.97547,77.62684",12.975473,77.626845,15,37.5
"13.04104,77.58994",13.04104,77.589945,16,37.0
"13.01165,77.56688",13.011648,77.566882,16,37.0
"13.09304,77.59456",13.093042,77.594557,18,37.0
"12.98904,77.65683",12.989039,77.656827,10,37.0
"13.0026,77.6822",13.002605,77.682196,16,37.0
"13.01843,77.61762",13.018431,77.61762,16,37.0
"13.032,77.56919",13.031997,77.569188,12,36.5
"12.99356,77.56688",12.993561,77.566882,17,36.5
"12.92121,77.67297",12.921211,77.67297,12,36.5
"13.11791,77.63146",13.117912,77.631458,17,36.5
"13.02974,77.55996",13.029736,77.559963,18,36.0
"12.97095,77.51153",12.970952,77.511531,18,36.0
"13.0433,77.52076",13.043301,77.520756,18,36.0
"12.97095,77.57149",12.970952,77.571494,12,36.0
"12.97095,77.56688",12.970952,77.566882,9,36.0
"12.97321,77.59686",12.973213,77.596863,11,36.0
"12.97547,77.69603",12.975473,77.696033,13,36.0
"13.0433,77.74908",13.043301,77.749077,14,36.0
"12.98,77.58533",12.979995,77.585332,11,36.0
"12.91669,77.63607",12.916689,77.63607,18,36.0
"12.98452,77.56688",12.984517,77.566882,13,36.0
"12.91217,77.56688",12.912167,77.566882,10,36.0
"12.95512,77.69603",12.955125,77.696033,13,36.0
"12.90538,77.58072",12.905385,77.58072,12,36.0
"13.00939,77.59456",13.009387,77.594557,18,36.0
"12.90086,77.63146",12.900863,77.631458,18,36.0
"12.90538,77.5738",12.905385,77.573801,12,36.0
"13.02974,77.56227",13.029736,77.562269,18,36.0
"13.02295,77.54843",13.022953,77.548432,13,36.0
"12.93478,77.70065",12.934777,77.700646,15,36.0
"12.97547,77.60148",12.975473,77.601476,16,36.0
"12.97321,77.6453",12.973213,77.645295,13,36.0
"12.92121,77.59917",12.921211,77.59917,7,36.0
"12.92799,77.58994",12.927994,77.589945,18,36.0
"13.05687,77.54382",13.056867,77.543819,18,36.0
"12.98904,77.71218",12.989039,77.712177,18,36.0
"12.87147,77.56458",12.871471,77.564576,18,36.0
"12.95512,77.56919",12.955125,77.569188,12,36.0
"13.08174,77.54612",13.081737,77.546125,14,35.5
"12.99356,77.70295",12.993561,77.702952,15,35.0
"13.00487,77.55766",13.004866,77.557657,17,35.0
"13.01843,77.55074",13.018431,77.550738,15,35.0
"12.99356,77.70065",12.993561,77.700646,15,35.0
"12.92347,77.61993",12.923472,77.619926,12,35.0
"13.02069,77.53459",13.020692,77.534594,16,34.5
"13.02295,77.53229",13.022953,77.532288,16,34.5
"12.96643,77.65221",12.96643,77.652214,16,34.5
"13.05008,77.5738",13.050084,77.573801,16,34.5
"13.24678,77.71448",13.246785,77.714483,16,34.5
"12.9506,77.71448",12.950603,77.714483,8,34.5
"12.90538,77.63607",12.905385,77.63607,17,34.0
"12.98904,77.61301",12.989039,77.613007,17,34.0
"13.07269,77.58764",13.072693,77.587638,17,34.0
"12.9506,77.59686",12.950603,77.596863,17,34.0
"12.97773,77.58303",12.977734,77.583026,12,34.0
"12.99582,77.60378",12.995822,77.603782,17,34.0
"12.95965,77.51384",12.959647,77.513838,12,34.0
"13.03652,77.62223",13.036519,77.622232,17,34.0
"12.97547,77.59686",12.975473,77.596863,14,34.0
"13.19252,77.67989",13.192523,77.679889,17,34.0
"12.94382,77.61762",12.94382,77.61762,17,34.0
"12.9393,77.49078",12.939299,77.490775,17,34.0
"12.87825,77.64299",12.878253,77.642989,17,34.0
"12.98452,77.68911",12.984517,77.689114,17,34.0
"12.89182,77.63146",12.891819,77.631458,17,34.0
"13.02295,77.56227",13.022953,77.562269,17,34.0
"13.0433,77.62684",13.043301,77.626845,17,34.0
"12.93478,77.49078",12.934777,77.490775,17,34.0
"13.14956,77.61762",13.149565,77.61762,8,33.5
"13.01391,77.70756",13.013909,77.707565,8,33.5
"13.09304,77.59686",13.093042,77.596863,13,33.5
"12.95965,77.50461",12.959647,77.504613,13,33.5
"12.90991,77.59917",12.909906,77.59917,11,33.0
"12.98678,77.54612",12.986778,77.546125,11,33.0
"12.93704,77.55304",12.937038,77.553044,16,33.0
"12.96417,77.56688",12.964169,77.566882,10,33.0
"12.9506,77.58072",12.950603,77.58072,11,33.0
"12.94156,77.5738",12.941559,77.573801,9,33.0
"12.97773,77.5369",12.977734,77.5369,11,33.0
"12.94382,77.60609",12.94382,77.606089,9,33.0
"12.94608,77.59686",12.946081,77.596863,11,33.0
"13.02295,77.63838",13.022953,77.638376,15,32.5
"12.93478,77.69603",12.934777,77.696033,15,32.5
"12.91443,77.63838",12.914428,77.638376,16,32.0
"13.00713,77.48386",13.007126,77.483856,16,32.0
"12.90538,77.67528",12.905385,77.675277,16,32.0
"12.8873,77.73755",12.887297,77.737546,8,32.0
"13.01843,77.61301",13.018431,77.613007,16,32.0
"12.91217,77.64299",12.912167,77.642989,16,32.0
"13.02974,77.61993",13.029736,77.619926,16,32.0
"12.98904,77.60609",12.989039,77.606089,11,32.0
"12.88278,77.63838",12.882775,77.638376,16,32.0
"13.09756,77.56458",13.097564,77.564576,16,32.0
"12.98678,77.72832",12.986778,77.728321,11,32.0
"13.05687,77.58764",13.056867,77.587638,16,32.0
"13.01617,77.58764",13.01617,77.587638,16,32.0
"13.00939,77.52537",13.009387,77.525369,11,32.0
"12.9506,77.63838",12.950603,77.638376,16,32.0
"12.99356,77.65452",12.993561,77.65452,7,31.5
"12.82399,77.6822",12.823991,77.682196,7,31.5
"12.95739,77.53229",12.957386,77.532288,6,31.5
"12.91669,77.61993",12.916689,77.619926,9,31.5
"12.97773,77.51153",12.977734,77.511531,7,31.5
"12.85564,77.66144",12.855644,77.661439,7,31.5
"12.8059,77.69834",12.805904,77.698339,7,31.5
"13.01617,77.54612",13.01617,77.546125,15,31.0
"12.94608,77.55766",12.946081,77.557657,13,31.0
"12.99808,77.55766",12.998083,77.557657,11,31.0
"13.03426,77.51153",13.034258,77.511531,14,30.5
"12.93478,77.51845",12.934777,77.51845,14,30.5
"12.99356,77.59456",12.993561,77.594557,14,30.5
"12.8059,77.69603",12.805904,77.696033,9,30.5
"12.98678,77.53459",12.986778,77.534594,10,30.0
"12.84208,77.6453",12.842079,77.645295,15,30.0
"12.91895,77.66605",12.91895,77.666052,15,30.0
"12.88278,77.59456",12.882775,77.594557,15,30.0
"12.91895,77.64991",12.91895,77.649908,15,30.0
"12.97321,77.65452",12.973213,77.65452,10,30.0
"12.85338,77.58764",12.853383,77.587638,15,30.0
"12.96869,77.59225",12.968691,77.592251,10,30.0
"12.88278,77.64299",12.882775,77.642989,15,30.0
"12.9393,77.56688",12.939299,77.566882,15,30.0
"12.8579,77.58764",12.857905,77.587638,15,30.0
"12.99356,77.756",12.993561,77.755996,15,30.0
"12.89182,77.56227",12.891819,77.562269,15,30.0
"12.88504,77.63838",12.885036,77.638376,15,30.0
"12.97547,77.64068",12.975473,77.640683,15,30.0
"13.00939,77.58994",13.009387,77.589945,12,30.0
"13.04556,77.50461",13.045562,77.504613,15,30.0
"12.97773,77.74908",12.977734,77.749077,15,30.0
"12.89182,77.63838",12.891819,77.638376,15,30.0
"12.94834,77.60148",12.948342,77.601476,10,30.0
"12.98226,77.76753",12.982256,77.767528,15,30.0
"12.93252,77.59917",12.932516,77.59917,9,30.0
"12.90991,77.63376",12.909906,77.633764,15,30.0
"13.05234,77.48616",13.052345,77.486162,15,30.0
"12.96191,77.73063",12.961908,77.730627,10,30.0
"12.99356,77.57611",12.993561,77.576107,15,30.0
"12.97773,77.58764",12.977734,77.587638,9,30.0
"12.88278,77.60148",12.882775,77.601476,15,30.0
"12.9506,77.5738",12.950603,77.573801,10,30.0
"12.97321,77.64299",12.973213,77.642989,15,30.0
"12.92573,77.59456",12.925733,77.594557,5,30.0
"13.07269,77.63146",13.072693,77.631458,11,29.5
"12.98452,77.6084",12.984517,77.608395,12,29.0
"12.97321,77.74908",12.973213,77.749077,7,29.0
"13.032,77.56688",13.031997,77.566882,12,29.0
"13.01391,77.62684",13.013909,77.626845,13,28.5
"12.91895,77.73524",12.91895,77.73524,10,28.5
"12.96869,77.73524",12.968691,77.73524,8,28.5
"12.82625,77.6822",12.826252,77.682196,8,28.5
"12.90991,77.63146",12.909906,77.631458,13,28.5
"12.8986,77.63146",12.898602,77.631458,14,28.0
"13.07948,77.55766",13.079476,77.557657,14,28.0
"12.93478,77.70526",12.934777,77.705258,9,28.0
"13.00713,77.54382",13.007126,77.543819,10,28.0
"12.94834,77.5369",12.948342,77.5369,7,28.0
"12.96869,77.62915",12.968691,77.629151,14,28.0
"12.96869,77.63376",12.968691,77.633764,14,28.0
"13.02748,77.66375",13.027475,77.663745,14,28.0
"12.96869,77.62684",12.968691,77.626845,14,28.0
"12.8986,77.63376",12.898602,77.633764,14,28.0
"13.02521,77.62915",13.025214,77.629151,14,28.0
"12.95739,77.66144",12.957386,77.661439,9,28.0
"12.90991,77.6453",12.909906,77.645295,14,28.0
"12.90991,77.6084",12.909906,77.608395,14,28.0
"13.05008,77.49078",13.050084,77.490775,9,28.0
"12.9393,77.56227",12.939299,77.562269,14,28.0
"12.93478,77.62223",12.934777,77.622232,14,28.0
"13.02295,77.58764",13.022953,77.587638,14,28.0
"12.98,77.72602",12.979995,77.726015,14,28.0
"12.92121,77.64299",12.921211,77.642989,14,28.0
"12.89182,77.57149",12.891819,77.571494,14,28.0
"13.19478,77.70295",13.194784,77.702952,14,28.0
"12.98904,77.56919",12.989039,77.569188,10,27.5
"12.98452,77.73524",12.984517,77.73524,12,27.0
"12.91895,77.57841",12.91895,77.578413,8,27.0
"12.86469,77.53459",12.864688,77.534594,11,27.0
"12.92799,77.57149",12.927994,77.571494,8,27.0
"13.084,77.63376",13.083998,77.633764,11,27.0
"13.01391,77.5369",13.013909,77.5369,11,27.0
"12.97773,77.59686",12.977734,77.596863,7,27.0
"12.98452,77.55766",12.984517,77.557657,9,27.0
"13.01391,77.55074",13.013909,77.550738,11,27.0
"12.92799,77.61762",12.927994,77.61762,9,27.0
"12.8986,77.64299",12.898602,77.642989,6,27.0
"12.96191,77.60148",12.961908,77.601476,9,27.0
"12.94156,77.57841",12.941559,77.578413,9,27.0
"12.94834,77.56919",12.948342,77.569188,9,27.0
"12.97321,77.55304",12.973213,77.553044,9,27.0
"12.93478,77.57611",12.934777,77.576107,8,27.0
"12.96191,77.57149",12.961908,77.571494,9,27.0
"12.95512,77.69373",12.955125,77.693727,11,27.0
"12.95965,77.59225",12.959647,77.592251,9,27.0
"12.98,77.58994",12.979995,77.589945,9,27.0
"12.93252,77.58533",12.932516,77.585332,9,27.0
"12.90538,77.57611",12.905385,77.576107,7,27.0
"12.98,77.58072",12.979995,77.58072,8,27.0
"12.9506,77.58303",12.950603,77.583026,9,27.0
"13.05913,77.50461",13.059128,77.504613,13,27.0
"12.9506,77.58764",12.950603,77.587638,9,27.0
"12.91669,77.62915",12.916689,77.629151,11,27.0
"12.91217,77.48386",12.912167,77.483856,7,26.5
"12.93252,77.51384",12.932516,77.513838,9,26.5
"13.15861,77.59456",13.158609,77.594557,9,26.5
"12.88051,77.54612",12.880514,77.546125,12,26.5
"13.00713,77.68911",13.007126,77.689114,12,26.5
"12.91443,77.62223",12.914428,77.622232,12,26.5
"12.95286,77.71679",12.952864,77.71679,12,26.5
"12.88051,77.64068",12.880514,77.640683,13,26.0
"13.08626,77.63376",13.086259,77.633764,13,26.0
"13.06591,77.52998",13.065911,77.529982,13,26.0
"13.00487,77.56227",13.004866,77.562269,13,26.0
"13.04104,77.58764",13.04104,77.587638,13,26.0
"13.02748,77.51614",13.027475,77.516144,13,26.0
"13.10887,77.60378",13.108868,77.603782,13,26.0
"12.95512,77.71218",12.955125,77.712177,13,26.0
"12.86921,77.65913",12.86921,77.659133,13,26.0
"13.05913,77.59225",13.059128,77.592251,13,26.0
"12.9913,77.70526",12.9913,77.705258,13,26.0
"13.05234,77.50692",13.052345,77.506919,13,26.0
"12.98904,77.70987",12.989039,77.709871,13,26.0
"12.88504,77.56919",12.885036,77.569188,13,26.0
"12.9913,77.59917",12.9913,77.59917,13,26.0
"13.10435,77.59917",13.104346,77.59917,13,26.0
"12.92799,77.56688",12.927994,77.566882,13,26.0
"12.86695,77.65221",12.866949,77.652214,13,26.0
"12.83982,77.65221",12.839818,77.652214,13,26.0
"12.99356,77.58994",12.993561,77.589945,13,26.0
"12.97321,77.55535",12.973213,77.555351,11,26.0
"12.99582,77.61762",12.995822,77.61762,13,26.0
"13.06365,77.58303",13.06365,77.583026,12,26.0
"12.82851,77.67989",12.828513,77.679889,6,25.5
"12.94382,77.49539",12.94382,77.495387,9,25.5
"12.94156,77.54612",12.941559,77.546125,9,25.5
"13.0026,77.58303",13.002605,77.583026,9,25.5
"12.99808,77.6822",12.998083,77.682196,9,25.5
"13.02974,77.50231",13.029736,77.502306,9,25.5
"13.0026,77.63376",13.002605,77.633764,10,25.0
"13.01165,77.53229",13.011648,77.532288,10,25.0
"13.0026,77.71218",13.002605,77.712177,10,25.0
"12.96869,77.55766",12.968691,77.557657,10,25.0
"12.9393,77.74677",12.939299,77.746771,10,25.0
"13.00713,77.58072",13.007126,77.58072,10,25.0
"13.032,77.55304",13.031997,77.553044,10,25.0
"12.95286,77.74216",12.952864,77.742159,11,24.5
"13.07269,77.59225",13.072693,77.592251,11,24.5
"12.95739,77.52306",12.957386,77.523063,6,24.5
"12.95739,77.55996",12.957386,77.559963,6,24.0
"12.97095,77.56919",12.970952,77.569188,8,24.0
"12.96417,77.53229",12.964169,77.532288,8,24.0
"12.96417,77.54382",12.964169,77.543819,12,24.0
"13.00034,77.61762",13.000344,77.61762,12,24.0
"12.92347,77.54843",12.923472,77.548432,8,24.0
"12.98452,77.59917",12.984517,77.59917,8,24.0
"12.87825,77.64068",12.878253,77.640683,12,24.0
"12.8986,77.67297",12.898602,77.67297,12,24.0
"12.94156,77.59225",12.941559,77.592251,8,24.0
"12.94156,77.74908",12.941559,77.749077,12,24.0
"12.95512,77.6476",12.955125,77.647601,12,24.0
"12.94156,77.60148",12.941559,77.601476,7,24.0
"13.02521,77.59225",13.025214,77.592251,12,24.0
"12.97321,77.52998",12.973213,77.529982,8,24.0
"12.96191,77.56227",12.961908,77.562269,8,24.0
"12.96191,77.55996",12.961908,77.559963,7,24.0
"12.98226,77.61531",12.982256,77.615314,12,24.0
"12.9506,77.54151",12.950603,77.541513,7,24.0
"12.95286,77.62223",12.952864,77.622232,12,24.0
"12.91669,77.58764",12.916689,77.587638,7,24.0
"13.05461,77.63146",13.054606,77.631458,12,24.0
"12.98678,77.66375",12.986778,77.663745,12,24.0
"13.02974,77.58072",13.029736,77.58072,12,24.0
"13.02974,77.57611",13.029736,77.576107,12,24.0
"13.03878,77.56458",13.038779,77.564576,12,24.0
"12.94834,77.58072",12.948342,77.58072,8,24.0
"12.91443,77.59456",12.914428,77.594557,8,24.0
"12.9506,77.65221",12.950603,77.652214,12,24.0
"12.96191,77.58533",12.961908,77.585332,8,24.0
"13.24226,77.71218",13.242263,77.712177,12,24.0
"12.98,77.62223",12.979995,77.622232,12,24.0
"12.97547,77.6084",12.975473,77.608395,8,24.0
"12.93478,77.58072",12.934777,77.58072,8,24.0
"12.99808,77.68911",12.998083,77.689114,12,24.0
"13.04104,77.51614",13.04104,77.516144,12,24.0
"12.93252,77.61762",12.932516,77.61762,12,24.0
"12.98904,77.57841",12.989039,77.578413,6,24.0
"13.0433,77.58303",13.043301,77.583026,12,24.0
