grid_cell,grid_lat,grid_lon,n_events,weighted,high_sev,active_days,zone,cum_share
"12.96869,77.55766",12.968691,77.557657,10,22,2,7,Magadi Road,0.9741
"12.93252,77.51384",12.932516,77.513838,9,22,4,9,Kengeri,0.9741
"12.98226,77.56688",12.982256,77.566882,11,22,0,9,Sheshadripuram,0.9741
"12.97773,77.5369",12.977734,77.5369,11,22,0,9,Magadi Road,0.9742
"12.90765,77.64991",12.907646,77.649908,11,22,0,3,HSR Layout,0.9742
"12.90991,77.59917",12.909906,77.59917,11,22,0,7,Mico Layout,0.9743
"13.0026,77.63376",13.002605,77.633764,10,22,2,8,Banaswadi,0.9743
"12.98226,77.52998",12.982256,77.529982,11,22,0,10,Kamakshipalya,0.9744
"12.9506,77.58072",12.950603,77.58072,11,22,0,2,City Market,0.9744
"13.09756,77.59917",13.097564,77.59917,10,21,1,7,Yelahanka,0.9745
"12.85564,77.66144",12.855644,77.661439,7,21,7,2,Electronic City,0.9745
"13.04104,77.56919",13.04104,77.569188,10,21,1,3,Kodigehalli,0.9745
"12.89408,77.56919",12.89408,77.569188,10,21,1,6,Thalagattapura,0.9746
"12.96417,77.56688",12.964169,77.566882,10,21,1,9,Chamarajpet,0.9746
"13.01391,77.5738",13.013909,77.573801,10,21,1,5,Sadashivanagar,0.9747
"13.02974,77.50231",13.029736,77.502306,9,21,3,5,Peenya,0.9747
"12.99356,77.65452",12.993561,77.65452,7,21,7,2,Banaswadi,0.9747
"12.99808,77.6822",12.998083,77.682196,9,21,3,6,Mahadevapura,0.9748
"13.0026,77.58303",13.002605,77.583026,9,21,3,7,Sadashivanagar,0.9748
"12.93026,77.63376",12.930255,77.633764,10,21,1,5,Adugodi,0.9748
"12.92799,77.59686",12.927994,77.596863,8,21,5,4,Jayanagara,0.9749
"12.97773,77.51153",12.977734,77.511531,7,21,7,1,Jnanabharathi,0.9749
"12.94156,77.54612",12.941559,77.546125,9,21,3,6,Banashankari,0.9749
"12.94382,77.49539",12.94382,77.495387,9,21,3,6,Jnanabharathi,0.975
"12.97095,77.56688",12.970952,77.566882,9,21,3,7,Chamarajpet,0.975
"12.96869,77.73524",12.968691,77.73524,8,21,5,5,Whitefield,0.975
"12.82625,77.6822",12.826252,77.682196,8,21,5,6,Electronic City,0.9751
"12.82399,77.6822",12.823991,77.682196,7,21,7,4,Electronic City,0.9751
"12.8059,77.69834",12.805904,77.698339,7,21,7,2,Electronic City,0.9751
"12.98452,77.6107",12.984517,77.610701,10,20,0,5,Pulikeshinagar(F.Town),0.9752
"12.94834,77.49769",12.948342,77.497694,10,20,0,1,Jnanabharathi,0.9752
"13.09982,77.57841",13.099825,77.578413,10,20,0,7,Yelahanka,0.9753
"12.98678,77.53459",12.986778,77.534594,10,20,0,3,Vijayanagara,0.9753
"12.91895,77.66836",12.91895,77.668358,9,20,2,7,Bellandur,0.9753
"12.98,77.53459",12.979995,77.534594,10,20,0,3,Vijayanagara,0.9754
"12.9913,77.65683",12.9913,77.656827,9,20,2,8,Banaswadi,0.9754
"12.9913,77.70295",12.9913,77.702952,10,20,0,3,Mahadevapura,0.9754
"12.9913,77.7191",12.9913,77.719096,10,20,0,5,Mahadevapura,0.9755
"12.91669,77.61993",12.916689,77.619926,9,20,2,6,Madiwala,0.9755
"12.91443,77.56919",12.914428,77.569188,10,20,0,5,K.S. Layout,0.9756
"12.99808,77.61301",12.998083,77.613007,10,20,0,6,Pulikeshinagar(F.Town),0.9756
"12.90765,77.63146",12.907646,77.631458,10,20,0,5,HSR Layout,0.9756
"13.0026,77.56688",13.002605,77.566882,10,20,0,6,Malleshwaram,0.9757
"13.0026,77.59456",13.002605,77.594557,10,20,0,5,R.T. Nagar,0.9757
"13.0026,77.61531",13.002605,77.615314,10,20,0,4,Pulikeshinagar(F.Town),0.9758
"13.0026,77.65913",13.002605,77.659133,10,20,0,5,Banaswadi,0.9758
"12.9506,77.5738",12.950603,77.573801,10,20,0,3,V.V.Puram (C.Pet),0.9759
"13.06365,77.56919",13.06365,77.569188,10,20,0,4,Kodigehalli,0.9759
"12.87147,77.65221",12.871471,77.652214,10,20,0,3,Electronic City,0.9759
"13.00713,77.54382",13.007126,77.543819,10,20,0,5,Rajajinagar,0.976
"12.90086,77.63838",12.900863,77.638376,10,20,0,1,HSR Layout,0.976
"13.02069,77.59917",13.020692,77.59917,10,20,0,5,R.T. Nagar,0.9761
"13.02069,77.64068",13.020692,77.640683,10,20,0,5,Banaswadi,0.9761
"13.02069,77.67758",13.020692,77.677583,9,20,2,8,Banaswadi,0.9761
"13.02069,77.70065",13.020692,77.700646,10,20,0,7,K.R. Pura,0.9762
"12.96191,77.70065",12.961908,77.700646,10,20,0,8,HAL Old Airport,0.9762
"13.02295,77.65683",13.022953,77.656827,10,20,0,5,Hennuru,0.9763
"12.94834,77.60148",12.948342,77.601476,10,20,0,6,Wilson Garden,0.9763
"12.94156,77.5738",12.941559,77.573801,9,20,2,9,Basavanagudi,0.9763
"13.02521,77.58303",13.025214,77.583026,10,20,0,5,R.T. Nagar,0.9764
"12.97321,77.74908",12.973213,77.749077,7,20,6,4,Whitefield,0.9764
"12.96869,77.59225",12.968691,77.592251,10,20,0,7,Halasuru Gate,0.9765
"13.05234,77.76292",13.052345,77.762915,10,20,0,1,K.R. Pura,0.9765
"13.05461,77.64991",13.054606,77.649908,10,20,0,6,Hennuru,0.9765
"12.87373,77.63838",12.873732,77.638376,10,20,0,7,Electronic City,0.9766
"12.97095,77.6107",12.970952,77.610701,10,20,0,9,Ashok Nagar,0.9766
"12.95512,77.73755",12.955125,77.737546,10,20,0,6,Whitefield,0.9767
"13.032,77.52998",13.031997,77.529982,9,20,2,4,Yeshwanthpura,0.9767
"13.032,77.63607",13.031997,77.63607,10,20,0,6,Hennuru,0.9767
"13.03426,77.57149",13.034258,77.571494,10,20,0,3,Kodigehalli,0.9768
"12.88504,77.56458",12.885036,77.564576,10,20,0,4,Thalagattapura,0.9768
"13.03878,77.62223",13.038779,77.622232,10,20,0,9,Hennuru,0.9769
"13.0433,77.55304",13.043301,77.553044,10,20,0,8,Jalahalli,0.9769
"12.94382,77.60609",12.94382,77.606089,9,20,2,7,Adugodi,0.9769
"12.94382,77.61993",12.94382,77.619926,10,20,0,5,Adugodi,0.977
"13.05008,77.48847",13.050084,77.488469,9,20,2,6,No Police Station,0.977
"12.97095,77.65221",12.970952,77.652214,10,20,0,4,Jeevanbheemanagar,0.9771
"12.96869,77.50922",12.968691,77.509225,10,20,0,7,Jnanabharathi,0.9771
"13.10661,77.60148",13.106607,77.601476,10,20,0,7,Yelahanka,0.9771
"12.83982,77.66144",12.839818,77.661439,10,20,0,7,Electronic City,0.9772
"13.13826,77.61762",13.13826,77.61762,9,19,1,8,Chikkajala,0.9772
"12.93252,77.59917",12.932516,77.59917,9,19,1,7,Mico Layout,0.9773
"13.04556,77.58994",13.045562,77.589945,9,19,1,7,Kodigehalli,0.9773
"12.86017,77.52998",12.860166,77.529982,9,19,1,5,Thalagattapura,0.9773
"12.96869,77.49539",12.968691,77.495387,9,19,1,6,Jnanabharathi,0.9774
"12.95739,77.74447",12.957386,77.744465,9,19,1,4,Whitefield,0.9774
"12.97773,77.58764",12.977734,77.587638,9,19,1,7,Cubbon Park,0.9774
"12.99582,77.5738",12.995822,77.573801,9,19,1,2,Sheshadripuram,0.9775
"12.99582,77.60609",12.995822,77.606089,9,19,1,7,Pulikeshinagar(F.Town),0.9775
"12.9913,77.71218",12.9913,77.712177,9,19,1,6,Mahadevapura,0.9775
"12.97773,77.63376",12.977734,77.633764,8,19,3,3,Jeevanbheemanagar,0.9776
"12.92121,77.59917",12.921211,77.59917,7,19,5,3,Jayanagara,0.9776
"12.88956,77.59686",12.889558,77.596863,8,19,3,7,J.P. Nagar,0.9776
"13.02974,77.55766",13.029736,77.557657,8,19,3,5,Yeshwanthpura,0.9777
"12.9913,77.52076",12.9913,77.520756,9,19,1,3,Kamakshipalya,0.9777
"12.99808,77.67989",12.998083,77.679889,8,19,3,7,Mahadevapura,0.9777
"13.00939,77.69834",13.009387,77.698339,9,19,1,7,K.R. Pura,0.9778
"12.91217,77.48386",12.912167,77.483856,7,19,5,4,Kengeri,0.9778
"13.0433,77.55535",13.043301,77.555351,9,18,0,7,Jalahalli,0.9778
"13.05234,77.58764",13.052345,77.587638,9,18,0,2,Kodigehalli,0.9779
"12.91895,77.63607",12.91895,77.63607,9,18,0,5,Madiwala,0.9779
"13.05687,77.47002",13.056867,77.470018,9,18,0,6,No Police Station,0.978
"12.96191,77.60148",12.961908,77.601476,9,18,0,3,Ashok Nagar,0.978
"13.01843,77.67297",13.018431,77.67297,9,18,0,8,Banaswadi,0.978
"12.8986,77.64991",12.898602,77.649908,9,18,0,7,HSR Layout,0.9781
"12.8986,77.64299",12.898602,77.642989,6,18,6,2,HSR Layout,0.9781
"12.89634,77.57149",12.896341,77.571494,9,18,0,6,J.P. Nagar,0.9781
"13.02069,77.55304",13.020692,77.553044,9,18,0,3,Yeshwanthpura,0.9782
"13.02521,77.51845",13.025214,77.51845,9,18,0,5,Peenya,0.9782
"12.88956,77.57149",12.889558,77.571494,9,18,0,9,Thalagattapura,0.9782
"12.94834,77.56919",12.948342,77.569188,9,18,0,3,V.V.Puram (C.Pet),0.9783
"12.93252,77.58533",12.932516,77.585332,9,18,0,6,Jayanagara,0.9783
"13.0433,77.54612",13.043301,77.546125,9,18,0,4,Jalahalli,0.9784
"12.93252,77.61993",12.932516,77.619926,9,18,0,5,Adugodi,0.9784
"13.03878,77.61531",13.038779,77.615314,9,18,0,7,Hennuru,0.9784
"13.12017,77.62684",13.120173,77.626845,9,18,0,5,Yelahanka,0.9785
"12.92799,77.61762",12.927994,77.61762,9,18,0,5,Adugodi,0.9785
"13.14052,77.61762",13.140521,77.61762,9,18,0,4,Chikkajala,0.9785
"13.12243,77.6107",13.122434,77.610701,9,18,0,5,Yelahanka,0.9786
"13.05234,77.61993",13.052345,77.619926,9,18,0,2,Hennuru,0.9786
"12.88051,77.6084",12.880514,77.608395,9,18,0,5,Hulimavu,0.9786
"12.97321,77.55304",12.973213,77.553044,9,18,0,6,Magadi Road,0.9787
"13.05234,77.48155",13.052345,77.48155,9,18,0,3,No Police Station,0.9787
"13.19704,77.67758",13.197045,77.677583,9,18,0,7,Devanahalli Airport,0.9788
"13.05234,77.58994",13.052345,77.589945,9,18,0,3,Kodigehalli,0.9788
"12.98,77.7191",12.979995,77.719096,9,18,0,3,Mahadevapura,0.9788
"12.98,77.58994",12.979995,77.589945,9,18,0,8,Cubbon Park,0.9789
"12.90991,77.6476",12.909906,77.647601,9,18,0,5,HSR Layout,0.9789
"12.97547,77.52306",12.975473,77.523063,9,18,0,2,Vijayanagara,0.9789
"13.07269,77.60148",13.072693,77.601476,9,18,0,3,Hebbala,0.979
"12.9506,77.58764",12.950603,77.587638,9,18,0,8,Wilson Garden,0.979
"12.95965,77.59225",12.959647,77.592251,9,18,0,4,Halasuru Gate,0.9791
"12.94834,77.5369",12.948342,77.5369,7,18,4,5,Byatarayanapura,0.9791
"13.09982,77.58764",13.099825,77.587638,9,18,0,6,Yelahanka,0.9791
"12.9506,77.58303",12.950603,77.583026,9,18,0,2,City Market,0.9792
"12.86469,77.53229",12.864688,77.532288,8,18,2,7,Thalagattapura,0.9792
"12.98452,77.55766",12.984517,77.557657,9,18,0,4,Rajajinagar,0.9792
"13.20157,77.67758",13.201566,77.677583,9,18,0,5,Devanahalli Airport,0.9793
"12.82851,77.67989",12.828513,77.679889,6,18,6,3,Electronic City,0.9793
"13.09304,77.59917",13.093042,77.59917,9,18,0,5,Yelahanka,0.9793
"12.92347,77.62684",12.923472,77.626845,9,18,0,7,Adugodi,0.9794
"12.95965,77.50231",12.959647,77.502306,9,18,0,4,Jnanabharathi,0.9794
"13.0026,77.52768",13.002605,77.527675,8,18,2,5,Rajajinagar,0.9794
"13.00713,77.65683",13.007126,77.656827,9,18,0,3,Banaswadi,0.9795
"12.96417,77.60378",12.964169,77.603782,9,18,0,7,Ashok Nagar,0.9795
"13.00713,77.61301",13.007126,77.613007,8,18,2,6,K.G. Halli,0.9795
"12.90765,77.51153",12.907646,77.511531,9,18,0,2,Kengeri,0.9796
"13.07269,77.58303",13.072693,77.583026,9,18,0,1,Kodigehalli,0.9796
"13.06365,77.57611",13.06365,77.576107,9,18,0,5,Kodigehalli,0.9797
"13.06139,77.57149",13.061389,77.571494,8,18,2,4,Kodigehalli,0.9797
"13.06139,77.58764",13.061389,77.587638,8,18,2,4,Kodigehalli,0.9797
"12.93704,77.63146",12.937038,77.631458,9,18,0,7,Ashok Nagar,0.9798
"12.94156,77.56458",12.941559,77.564576,9,18,0,7,Basavanagudi,0.9798
"12.91669,77.62684",12.916689,77.626845,8,18,2,7,Madiwala,0.9798
"12.94156,77.57841",12.941559,77.578413,9,18,0,5,Basavanagudi,0.9799
"12.97095,77.60148",12.970952,77.601476,9,18,0,2,Cubbon Park,0.9799
"12.88504,77.6476",12.885036,77.647601,9,18,0,1,Electronic City,0.9799
"12.96191,77.57149",12.961908,77.571494,9,18,0,4,V.V.Puram (C.Pet),0.98
"13.032,77.57149",13.031997,77.571494,9,18,0,2,Kodigehalli,0.98
"13.01843,77.76061",13.018431,77.760609,9,18,0,7,Mahadevapura,0.98
"12.95965,77.66605",12.959647,77.666052,9,18,0,3,HAL Old Airport,0.9801
"13.05687,77.55766",13.056867,77.557657,9,18,0,4,Jalahalli,0.9801
"12.98,77.53229",12.979995,77.532288,9,18,0,7,Kamakshipalya,0.9802
"12.92121,77.63838",12.921211,77.638376,9,18,0,6,Madiwala,0.9802
"12.95965,77.71218",12.959647,77.712177,9,18,0,2,HAL Old Airport,0.9802
"12.98452,77.47694",12.984517,77.476937,8,17,1,3,Kamakshipalya,0.9803
"12.92799,77.57149",12.927994,77.571494,8,17,1,2,Banashankari,0.9803
"12.93478,77.51384",12.934777,77.513838,8,17,1,5,Byatarayanapura,0.9803
"13.02521,77.65913",13.025214,77.659133,8,17,1,6,Hennuru,0.9804
"12.95286,77.67989",12.952864,77.679889,8,17,1,7,HAL Old Airport,0.9804
"12.96869,77.70987",12.968691,77.709871,8,17,1,5,HAL Old Airport,0.9804
"12.91895,77.57841",12.91895,77.578413,8,17,1,4,Jayanagara,0.9805
"12.98,77.58072",12.979995,77.58072,8,17,1,7,High ground,0.9805
"12.98452,77.73063",12.984517,77.730627,7,17,3,3,Whitefield,0.9805
"12.93478,77.57611",12.934777,77.576107,8,17,1,7,Basavanagudi,0.9806
"12.85112,77.58764",12.851122,77.587638,8,17,1,6,Thalagattapura,0.9806
"12.95739,77.53229",12.957386,77.532288,6,17,5,2,Byatarayanapura,0.9806
"13.1993,77.67758",13.199305,77.677583,8,17,1,6,Devanahalli Airport,0.9806
"12.95739,77.52306",12.957386,77.523063,6,17,5,2,Byatarayanapura,0.9807
"12.88504,77.55535",12.885036,77.555351,8,16,0,6,Thalagattapura,0.9807
"12.97321,77.52998",12.973213,77.529982,8,16,0,4,Vijayanagara,0.9807
"13.04104,77.55535",13.04104,77.555351,8,16,0,4,Jalahalli,0.9808
"12.84886,77.58764",12.848861,77.587638,8,16,0,7,Thalagattapura,0.9808
"12.98226,77.67989",12.982256,77.679889,7,16,2,5,Banaswadi,0.9808
"12.84208,77.68681",12.842079,77.686808,7,16,2,5,Electronic City,0.9809
"13.18348,77.69142",13.183479,77.691421,8,16,0,2,Chikkajala,0.9809
"12.98226,77.58764",12.982256,77.587638,8,16,0,5,Cubbon Park,0.9809
"12.87825,77.67066",12.878253,77.670664,7,16,2,4,Electronic City,0.981
"12.93252,77.5369",12.932516,77.5369,8,16,0,8,Banashankari,0.981
"12.92347,77.6476",12.923472,77.647601,8,16,0,3,HSR Layout,0.981
"12.94156,77.59225",12.941559,77.592251,8,16,0,6,Wilson Garden,0.9811
"12.98452,77.59917",12.984517,77.59917,8,16,0,5,Shivajinagar,0.9811
"13.0953,77.58303",13.095303,77.583026,8,16,0,2,Yelahanka,0.9811
"12.96643,77.57149",12.96643,77.571494,8,16,0,5,Chamarajpet,0.9812
"12.98452,77.64299",12.984517,77.642989,7,16,2,4,Banaswadi,0.9812
"13.00034,77.59917",13.000344,77.59917,8,16,0,5,R.T. Nagar,0.9812
"13.0026,77.6107",13.002605,77.610701,8,16,0,4,K.G. Halli,0.9812
"13.07043,77.50231",13.070432,77.502306,8,16,0,3,Chikkabanavara,0.9813
"12.96869,77.62454",12.968691,77.624539,8,16,0,4,Halasur,0.9813
"12.90538,77.57611",12.905385,77.576107,7,16,2,5,J.P. Nagar,0.9813
"12.92347,77.56227",12.923472,77.562269,8,16,0,4,Banashankari,0.9814
"12.92347,77.65452",12.923472,77.65452,8,16,0,2,Bellandur,0.9814
"12.93478,77.58072",12.934777,77.58072,8,16,0,4,Jayanagara,0.9814
"12.97773,77.59686",12.977734,77.596863,7,16,2,4,Cubbon Park,0.9815
"13.07722,77.55766",13.077215,77.557657,8,16,0,4,Yelahanka,0.9815
"13.01843,77.59456",13.018431,77.594557,8,16,0,1,R.T. Nagar,0.9815
"13.01391,77.54612",13.013909,77.546125,8,16,0,3,Rajajinagar,0.9816
"12.95286,77.59456",12.952864,77.594557,8,16,0,4,Wilson Garden,0.9816
"12.92347,77.48386",12.923472,77.483856,8,16,0,3,Kengeri,0.9816
"12.96191,77.56227",12.961908,77.562269,8,16,0,3,Chamarajpet,0.9817
"12.92347,77.54843",12.923472,77.548432,8,16,0,6,Banashankari,0.9817
"13.02748,77.57841",13.027475,77.578413,8,16,0,8,Kodigehalli,0.9817
"13.02295,77.71448",13.022953,77.714483,8,16,0,4,K.R. Pura,0.9818
"12.96191,77.58533",12.961908,77.585332,8,16,0,4,Halasuru Gate,0.9818
"12.97547,77.61531",12.975473,77.615314,8,16,0,7,Halasur,0.9818
"12.94834,77.58072",12.948342,77.58072,8,16,0,2,Wilson Garden,0.9819
"12.91669,77.56227",12.916689,77.562269,8,16,0,2,Banashankari,0.9819
"12.91443,77.59456",12.914428,77.594557,8,16,0,3,J.P. Nagar,0.9819
"12.91443,77.60378",12.914428,77.603782,6,16,4,3,Mico Layout,0.982
"12.89408,77.58533",12.89408,77.585332,8,16,0,8,J.P. Nagar,0.982
"12.89408,77.56688",12.89408,77.566882,6,16,4,6,K.S. Layout,0.982
"12.97547,77.6084",12.975473,77.608395,8,16,0,3,Cubbon Park,0.982
"12.9393,77.57841",12.939299,77.578413,8,16,0,5,Wilson Garden,0.9821
"13.00034,77.56227",13.000344,77.562269,8,16,0,2,Malleshwaram,0.9821
"12.95739,77.64991",12.957386,77.649908,7,16,2,4,Jeevanbheemanagar,0.9821
"13.00487,77.61301",13.004866,77.613007,8,16,0,2,Pulikeshinagar(F.Town),0.9822
"13.00487,77.6107",13.004866,77.610701,8,16,0,5,K.G. Halli,0.9822
"12.90991,77.48155",12.909906,77.48155,8,16,0,2,Kengeri,0.9822
"13.00487,77.58303",13.004866,77.583026,7,16,2,4,Sadashivanagar,0.9823
"13.00939,77.65683",13.009387,77.656827,8,16,0,4,Banaswadi,0.9823
"12.97095,77.56919",12.970952,77.569188,8,16,0,2,Chamarajpet,0.9823
"12.96417,77.53229",12.964169,77.532288,8,16,0,3,Vijayanagara,0.9824
"13.11339,77.57841",13.11339,77.578413,7,15,1,4,Yelahanka,0.9824
"12.92347,77.55304",12.923472,77.553044,7,15,1,4,Banashankari,0.9824
"12.98678,77.49769",12.986778,77.497694,7,15,1,7,Kamakshipalya,0.9825
"12.97095,77.74908",12.970952,77.749077,5,15,5,2,Whitefield,0.9825
"12.95739,77.52537",12.957386,77.525369,5,15,5,1,Byatarayanapura,0.9825
"12.98,77.75138",12.979995,77.751384,6,15,3,5,Whitefield,0.9825
"12.9506,77.54151",12.950603,77.541513,7,15,1,6,Byatarayanapura,0.9825
"12.94156,77.60148",12.941559,77.601476,7,15,1,5,Adugodi,0.9826
"12.93252,77.48616",12.932516,77.486162,7,15,1,3,Kengeri,0.9826
"13.02069,77.6476",13.020692,77.647601,7,15,1,3,Hennuru,0.9826
"12.99356,77.57841",12.993561,77.578413,7,15,1,5,Sheshadripuram,0.9827
"12.96191,77.55996",12.961908,77.559963,7,15,1,7,Magadi Road,0.9827
"13.05687,77.64991",13.056867,77.649908,7,15,1,6,Hennuru,0.9827
"12.91669,77.58764",12.916689,77.587638,7,15,1,4,Jayanagara,0.9827
"12.94156,77.52306",12.941559,77.523063,7,15,1,6,Byatarayanapura,0.9828
"13.0026,77.72371",13.002605,77.723708,5,15,5,3,Mahadevapura,0.9828
"13.06817,77.62684",13.068172,77.626845,6,15,3,6,Hennuru,0.9828
"13.00034,77.52306",13.000344,77.523063,6,15,3,4,Rajajinagar,0.9828
"12.91217,77.54612",12.912167,77.546125,6,15,3,2,K.S. Layout,0.9829
"12.90765,77.55074",12.907646,77.550738,5,15,5,2,K.S. Layout,0.9829
"13.08174,77.63376",13.081737,77.633764,6,15,3,5,Hennuru,0.9829
"12.92573,77.59456",12.925733,77.594557,5,15,5,1,Jayanagara,0.9829
"12.98226,77.69142",12.982256,77.691421,7,15,1,2,Mahadevapura,0.983
"12.81043,77.69373",12.810426,77.693727,6,14,2,1,Electronic City,0.983
"12.98,77.63607",12.979995,77.63607,6,14,2,2,Jeevanbheemanagar,0.983
"12.98,77.65683",12.979995,77.656827,7,14,0,2,Banaswadi,0.983
"12.96869,77.50692",12.968691,77.506919,6,14,2,4,Jnanabharathi,0.9831
"12.9506,77.61993",12.950603,77.619926,6,14,2,4,Ashok Nagar,0.9831
"13.09304,77.58072",13.093042,77.58072,7,14,0,1,Yelahanka,0.9831
"13.09756,77.56227",13.097564,77.562269,7,14,0,3,Yelahanka,0.9832
"13.00034,77.57149",13.000344,77.571494,7,14,0,5,Malleshwaram,0.9832
"12.95512,77.54843",12.955125,77.548432,7,14,0,2,Byatarayanapura,0.9832
"12.93704,77.51845",12.937038,77.51845,7,14,0,3,Byatarayanapura,0.9832
"13.00034,77.62915",13.000344,77.629151,7,14,0,4,Banaswadi,0.9833
"12.90765,77.63838",12.907646,77.638376,7,14,0,4,HSR Layout,0.9833
"12.90765,77.69142",12.907646,77.691421,7,14,0,6,Bellandur,0.9833
"13.00034,77.63376",13.000344,77.633764,7,14,0,3,Banaswadi,0.9834
"12.97547,77.74908",12.975473,77.749077,5,14,4,4,Whitefield,0.9834
"13.0026,77.71448",13.002605,77.714483,5,14,4,5,K.R. Pura,0.9834
"13.05913,77.6476",13.059128,77.647601,7,14,0,2,Hennuru,0.9834
"13.06139,77.57611",13.061389,77.576107,7,14,0,3,Kodigehalli,0.9835
"13.06591,77.63146",13.065911,77.631458,7,14,0,5,Hennuru,0.9835
"13.06817,77.62915",13.068172,77.629151,6,14,2,3,Hennuru,0.9835
"12.91217,77.60148",12.912167,77.601476,7,14,0,5,Mico Layout,0.9835
"12.99808,77.56227",12.998083,77.562269,7,14,0,4,Malleshwaram,0.9836
"12.90991,77.67528",12.909906,77.675277,7,14,0,6,Bellandur,0.9836
"12.99808,77.59917",12.998083,77.59917,7,14,0,4,R.T. Nagar,0.9836
"12.99808,77.62684",12.998083,77.626845,7,14,0,3,Pulikeshinagar(F.Town),0.9836
"12.90991,77.58072",12.909906,77.58072,7,14,0,3,J.P. Nagar,0.9837
"13.00034,77.55074",13.000344,77.550738,7,14,0,4,Malleshwaram,0.9837
"13.00487,77.63376",13.004866,77.633764,7,14,0,1,Banaswadi,0.9837
"12.90538,77.58764",12.905385,77.587638,7,14,0,5,J.P. Nagar,0.9838
"12.90312,77.62684",12.903124,77.626845,7,14,0,7,Madiwala,0.9838
"12.9393,77.49308",12.939299,77.493081,7,14,0,5,Jnanabharathi,0.9838
"12.97547,77.63607",12.975473,77.63607,7,14,0,5,Jeevanbheemanagar,0.9838
"13.00713,77.57149",13.007126,77.571494,7,14,0,4,Malleshwaram,0.9839
"13.00713,77.57611",13.007126,77.576107,7,14,0,4,Sadashivanagar,0.9839
"13.00939,77.52768",13.009387,77.527675,5,14,4,4,Rajajinagar,0.9839
"13.01165,77.50461",13.011648,77.504613,7,14,0,3,Peenya,0.984
"12.90086,77.68681",12.900863,77.686808,7,14,0,1,Bellandur,0.984
"13.01165,77.54382",13.011648,77.543819,7,14,0,6,Rajajinagar,0.984
"12.96417,77.50461",12.964169,77.504613,7,14,0,5,Jnanabharathi,0.984
"12.95512,77.60148",12.955125,77.601476,7,14,0,1,Ashok Nagar,0.9841
"12.8986,77.6453",12.898602,77.645295,7,14,0,4,HSR Layout,0.9841
"13.01617,77.65221",13.01617,77.652214,7,14,0,7,Banaswadi,0.9841
"13.01843,77.56227",13.018431,77.562269,7,14,0,2,Yeshwanthpura,0.9842
"12.89408,77.62454",12.89408,77.624539,7,14,0,4,Madiwala,0.9842
"12.9393,77.63146",12.939299,77.631458,7,14,0,4,Ashok Nagar,0.9842
"12.94156,77.49308",12.941559,77.493081,7,14,0,5,Jnanabharathi,0.9842
"12.99356,77.68911",12.993561,77.689114,7,14,0,1,Mahadevapura,0.9843
"12.91669,77.56458",12.916689,77.564576,7,14,0,2,Banashankari,0.9843
"12.91217,77.57841",12.912167,77.578413,7,14,0,1,J.P. Nagar,0.9843
"13.02521,77.52076",13.025214,77.520756,7,14,0,4,Peenya,0.9844
"12.88956,77.66605",12.889558,77.666052,7,14,0,7,Electronic City,0.9844
"13.02748,77.62915",13.027475,77.629151,6,14,2,6,K.G. Halli,0.9844
"12.8873,77.64991",12.887297,77.649908,7,14,0,1,Electronic City,0.9844
"13.02974,77.58533",13.029736,77.585332,7,14,0,4,Kodigehalli,0.9845
"12.92121,77.67528",12.921211,77.675277,7,14,0,2,Bellandur,0.9845
"12.98904,77.57841",12.989039,77.578413,6,14,2,6,Sheshadripuram,0.9845
"12.95286,77.51845",12.952864,77.51845,5,14,4,5,Byatarayanapura,0.9845
"12.93478,77.55996",12.934777,77.559963,5,14,4,2,Basavanagudi,0.9846
"12.98904,77.74677",12.989039,77.746771,7,14,0,1,Mahadevapura,0.9846
"13.05687,77.62454",13.056867,77.624539,6,14,2,6,Hennuru,0.9846
"12.87373,77.64299",12.873732,77.642989,7,14,0,7,Electronic City,0.9846
"12.87373,77.6453",12.873732,77.645295,7,14,0,6,Electronic City,0.9847
"12.95965,77.67989",12.959647,77.679889,7,14,0,1,HAL Old Airport,0.9847
"12.97095,77.58533",12.970952,77.585332,7,14,0,3,Halasuru Gate,0.9847
"13.05913,77.5738",13.059128,77.573801,7,14,0,2,Kodigehalli,0.9848
"12.95512,77.74216",12.955125,77.742159,7,14,0,3,Whitefield,0.9848
"13.03426,77.51845",13.034258,77.51845,7,14,0,3,Peenya,0.9848
"13.03426,77.53229",13.034258,77.532288,7,14,0,2,Yeshwanthpura,0.9848
"13.03652,77.51153",13.036519,77.511531,7,14,0,1,Peenya,0.9849
"13.03652,77.52076",13.036519,77.520756,6,14,2,6,Peenya,0.9849
"12.97321,77.65221",12.973213,77.652214,5,14,4,1,Jeevanbheemanagar,0.9849
"13.04104,77.61993",13.04104,77.619926,7,14,0,6,Hennuru,0.985
"13.0433,77.62454",13.043301,77.624539,7,14,0,2,Hennuru,0.985
"12.92347,77.63838",12.923472,77.638376,7,14,0,6,Adugodi,0.985
"12.92347,77.66836",12.923472,77.668358,7,14,0,5,Bellandur,0.985
"12.93252,77.55535",12.932516,77.555351,7,14,0,3,Banashankari,0.9851
"12.92347,77.61531",12.923472,77.615314,7,14,0,5,Madiwala,0.9851
"12.98678,77.55996",12.986778,77.559963,7,14,0,5,Rajajinagar,0.9851
"12.98678,77.58764",12.986778,77.587638,7,14,0,3,High ground,0.9852
"12.95739,77.55996",12.957386,77.559963,6,14,2,5,Chamarajpet,0.9852
